香港,#genre#
HOY,https://fm1077.serv00.net/anbo/index.php?id=401
HOY,https://z88.ubtvfans.com/live/rx1/401/2ab2599cd56cdf8db12d3cbd9fc24006/index.m3u8
HOY,https://z1.ubtvfans.com/live/rx1/401/2ab2599cd56cdf8db12d3cbd9fc24006/index.m3u8
HOY,https://z2.ubtvfans.com/live/rx1/401/2ab2599cd56cdf8db12d3cbd9fc24006/index.m3u8
新時代2,https://fm1077.serv00.net/anbo/index.php?id=1288
新時代2,https://z88.ubtvfans.com/live/rx3/1288/99d190e454892806c4594d0ed8af9afc/index.m3u8
新時代2,https://z1.ubtvfans.com/live/rx3/1288/99d190e454892806c4594d0ed8af9afc/index.m3u8
新時代2,https://z2.ubtvfans.com/live/rx3/1288/99d190e454892806c4594d0ed8af9afc/index.m3u8
新時代東部,https://hlspull.iptv8k.top/iptv/ubtv.php?id=1287
新時代東部,https://fm1077.serv00.net/anbo/index.php?id=1286
新時代東部,https://z88.ubtvfans.com/live/rx3/1286/a8d6b7c5839888962b60049913b5a891/index.m3u8
新時代東部,https://z1.ubtvfans.com/live/rx3/1286/a8d6b7c5839888962b60049913b5a891/index.m3u8
新時代東部,https://z2.ubtvfans.com/live/rx3/1286/a8d6b7c5839888962b60049913b5a891/index.m3u8
城市電視,https://hlspull.iptv8k.top/iptv/ubtv.php?id=1289
城市電視,https://fm1077.serv00.net/anbo/index.php?id=1289
城市電視,https://z88.ubtvfans.com/live/rx4/1289/6d27646c74e37586febfa8be982bf1be/index.m3u8
城市電視,https://z1.ubtvfans.com/live/rx4/1289/6d27646c74e37586febfa8be982bf1be/index.m3u8
城市電視,https://z2.ubtvfans.com/live/rx4/1289/6d27646c74e37586febfa8be982bf1be/index.m3u8
PopC,http://aktv.top/AKTV/live/aktv/popc/AKTV.m3u8
PopC,P2p://generationnexxxt.com:19806/3ae0f859370b4f17baec42495be6f043
NOWTV,https://fm1077.serv00.net/anbo/index.php?id=1246
NOWTV,https://z88.ubtvfans.com/live/rx3/1246/9368c3093c58aa8b9de729b09b3a03e3/index.m3u8
NOWTV,https://z1.ubtvfans.com/live/rx3/1246/9368c3093c58aa8b9de729b09b3a03e3/index.m3u8
NOWTV,https://z2.ubtvfans.com/live/rx3/1246/9368c3093c58aa8b9de729b09b3a03e3/index.m3u8
香港面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
美亞電影台,P2p://generationnexxxt.com:19806/81ea49b841454e1c901ac507f231a581
天映頻道,https://fm1077.serv00.net/anbo/index.php?id=441
天映頻道,https://z88.ubtvfans.com/live/rx3/441/4b02ebfe67b0d934aaae5b94f25d1b95/index.m3u8
天映頻道,https://z1.ubtvfans.com/live/rx3/441/4b02ebfe67b0d934aaae5b94f25d1b95/index.m3u8
天映頻道,https://z2.ubtvfans.com/live/rx3/441/4b02ebfe67b0d934aaae5b94f25d1b95/index.m3u8
TVB星河,https://fm1077.serv00.net/anbo/index.php?id=1079
TVB星河,https://z88.ubtvfans.com/live/rx4/1079/9371abf6b38ee5057462d8573a71736d/index.m3u8
TVB星河,https://z1.ubtvfans.com/live/rx4/1079/9371abf6b38ee5057462d8573a71736d/index.m3u8
TVB星河,https://z2.ubtvfans.com/live/rx4/1079/9371abf6b38ee5057462d8573a71736d/index.m3u8
TVB星河,https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8
TVB星河,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB亞洲劇,https://fm1077.serv00.net/anbo/index.php?id=1048
TVB亞洲劇,https://z88.ubtvfans.com/live/rx1/1048/1fca2f643298a4e188bbe00ad6d7b60e/index.m3u8
TVB亞洲劇,https://z1.ubtvfans.com/live/rx1/1048/1fca2f643298a4e188bbe00ad6d7b60e/index.m3u8
TVB亞洲劇,https://z2.ubtvfans.com/live/rx1/1048/1fca2f643298a4e188bbe00ad6d7b60e/index.m3u8
TVB功夫台,https://fm1077.serv00.net/anbo/index.php?id=168
TVB功夫台,https://z88.ubtvfans.com/live/rx1/168/83b003eeef5ee14257bc64c8a32eb617/index.m3u8
TVB功夫台,https://z1.ubtvfans.com/live/rx1/168/83b003eeef5ee14257bc64c8a32eb617/index.m3u8
TVB功夫台,https://z2.ubtvfans.com/live/rx1/168/83b003eeef5ee14257bc64c8a32eb617/index.m3u8
TVB直播,https://fm1077.serv00.net/anbo/index.php?id=2743
TVB直播,https://z88.ubtvfans.com/live/rx1/2743/4f144d9eee874c8d70c168c4b0c4b8d5/index.m3u8
TVB直播,https://z1.ubtvfans.com/live/rx1/2743/4f144d9eee874c8d70c168c4b0c4b8d5/index.m3u8
TVB直播,https://z2.ubtvfans.com/live/rx1/2743/4f144d9eee874c8d70c168c4b0c4b8d5/index.m3u8
TVB粵語片,https://fm1077.serv00.net/anbo/index.php?id=1589
TVB粵語片,https://z88.ubtvfans.com/live/rx1/1589/f69ec211e7b1001aba0bab74ae0b038f/index.m3u8
TVB粵語片,https://z1.ubtvfans.com/live/rx1/1589/f69ec211e7b1001aba0bab74ae0b038f/index.m3u8
TVB粵語片,https://z2.ubtvfans.com/live/rx1/1589/f69ec211e7b1001aba0bab74ae0b038f/index.m3u8
TVB經典,https://fm1077.serv00.net/anbo/index.php?id=1083
TVB經典,https://z88.ubtvfans.com/live/rx4/1083/067958a5c51d052f7bcc3f3bd1a3a8ff/index.m3u8
TVB經典,https://z1.ubtvfans.com/live/rx4/1083/067958a5c51d052f7bcc3f3bd1a3a8ff/index.m3u8
TVB經典,https://z2.ubtvfans.com/live/rx4/1083/067958a5c51d052f7bcc3f3bd1a3a8ff/index.m3u8
廣東珠江,https://fm1077.serv00.net/anbo/index.php?id=1034
廣東珠江,https://z88.ubtvfans.com/live/rx1/1034/ea91e47e0ce349e1923cbcb373067494/index.m3u8
廣東珠江,https://z1.ubtvfans.com/live/rx1/1034/ea91e47e0ce349e1923cbcb373067494/index.m3u8
廣東珠江,https://z2.ubtvfans.com/live/rx1/1034/ea91e47e0ce349e1923cbcb373067494/index.m3u8
香港衛視,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港衛視,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0
香港衛視,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
星空衛視,http://vl15191373.imwork.net:8880/udp/239.93.0.156:2193
鳳凰香港,https://live.hkdvb.com/hls/live/85.m3u8?token=381762384576840
鳳凰香港,https://fm1077.serv00.net/anbo/index.php?id=2810
鳳凰香港,https://z88.ubtvfans.com/live/rx1/2810/babd6519bebc0baac3da4c6a72c8351e/index.m3u8
鳳凰香港,https://z1.ubtvfans.com/live/rx1/2810/babd6519bebc0baac3da4c6a72c8351e/index.m3u8
鳳凰香港,https://z2.ubtvfans.com/live/rx1/2810/babd6519bebc0baac3da4c6a72c8351e/index.m3u8
鳳凰香港,http://113.64.145.61:8081/hls/38/index.m3u8
鳳凰香港,http://210.210.155.37/uq2663/h/h157/index2.m3u8
鳳凰香港,http://113.64.145.91:8081/hls/38/index.m3u8
鳳凰香港,http://103.95.24.37:880/fhxgt.m3u8
鳳凰電影,https://fm1077.serv00.net/anbo/index.php?id=2814
鳳凰電影,https://z88.ubtvfans.com/live/rx1/2814/8eecf538c9b2cfe2100b15b04bfabfc0/index.m3u8
鳳凰電影,https://z1.ubtvfans.com/live/rx1/2814/8eecf538c9b2cfe2100b15b04bfabfc0/index.m3u8
鳳凰電影,https://z2.ubtvfans.com/live/rx1/2814/8eecf538c9b2cfe2100b15b04bfabfc0/index.m3u8
HOY資訊台,https://live.hkdvb.com/hls/live/78.m3u8?token=381762384576840
HOY資訊台,https://fm1077.serv00.net/anbo/index.php?id=395
HOY資訊台,https://z88.ubtvfans.com/live/rx1/395/2afff7b9574d72ee839084fcdde78ff7/index.m3u8
HOY資訊台,https://z1.ubtvfans.com/live/rx1/395/2afff7b9574d72ee839084fcdde78ff7/index.m3u8
HOY資訊台,https://z2.ubtvfans.com/live/rx1/395/2afff7b9574d72ee839084fcdde78ff7/index.m3u8
港台電視31,P2p://generationnexxxt.com:19806/c7cd517a9e5b44a9b6037c90f998627f
港台電視31,https://live.hkdvb.com/hls/live/31.m3u8?token=381762384576840
港台電視32,P2p://generationnexxxt.com:19806/8ef4a2b7bac54aba8b17dfd2071df91f
港台電視32,https://live.hkdvb.com/hls/live/32.m3u8?token=381762384576840
TVB明珠,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
TVB明珠,P2p://generationnexxxt.com:19806/066930b0d2764f05a9b8a0019efe82fe
TVB明珠,P2p://generationnexxxt.com:19806/6ea5ab8d22f04024b3fac9bfb2b243aa
TVB明珠,https://live.hkdvb.com/hls/live/84.m3u8?token=381762384576840
TVB明珠,https://fm1077.serv00.net/anbo/index.php?id=2437
TVB明珠,https://z88.ubtvfans.com/live/rx1/2437/43f3e7d06eeb53f3057cb2780fd11a50/index.m3u8
TVB明珠,https://z1.ubtvfans.com/live/rx1/2437/43f3e7d06eeb53f3057cb2780fd11a50/index.m3u8
TVB明珠,https://z2.ubtvfans.com/live/rx1/2437/43f3e7d06eeb53f3057cb2780fd11a50/index.m3u8
TVB明珠,https://fm1077.serv00.net/anbo/index.php?id=391
TVB明珠,https://z88.ubtvfans.com/live/rx3/391/49c6f4b711497e559ed7ec30b2a7cde9/index.m3u8
TVB明珠,https://z1.ubtvfans.com/live/rx3/391/49c6f4b711497e559ed7ec30b2a7cde9/index.m3u8
TVB明珠,https://z2.ubtvfans.com/live/rx3/391/49c6f4b711497e559ed7ec30b2a7cde9/index.m3u8
無綫新聞台,https://bcovlive-a.akamaihd.net/0caba7e47c374553a9a22f666e5e1bdf/us-west-2/5324042807001/4a3bca5b047b4564b18bb12dfa26ba62/playlist_ssaiM.m3u8
無綫新聞台,https://live.hkdvb.com/hls/live/83.m3u8?token=381762384576840
無綫新聞台,https://fm1077.serv00.net/anbo/index.php?id=394
無綫新聞台,https://z88.ubtvfans.com/live/rx1/394/ea3bdc0ef72944ed9e0438db99e557f2/index.m3u8
無綫新聞台,https://z1.ubtvfans.com/live/rx1/394/ea3bdc0ef72944ed9e0438db99e557f2/index.m3u8
無綫新聞台,https://z2.ubtvfans.com/live/rx1/394/ea3bdc0ef72944ed9e0438db99e557f2/index.m3u8
無綫新聞台,https://fm1077.serv00.net/anbo/index.php?id=45
無綫新聞台,https://z88.ubtvfans.com/live/rx1/45/006ff8207bf75d845e70fa88925fa6e3/index.m3u8
無綫新聞台,https://z1.ubtvfans.com/live/rx1/45/006ff8207bf75d845e70fa88925fa6e3/index.m3u8
無綫新聞台,https://z2.ubtvfans.com/live/rx1/45/006ff8207bf75d845e70fa88925fa6e3/index.m3u8



影視頻道,#genre#
AMC,https://z2.ubtvfans.com/live/rx3/84/acac731ceec85d9eb9c848e304432841/index.m3u8
AMC,https://fm1077.serv00.net/anbo/index.php?id=84
AMC,https://z88.ubtvfans.com/live/rx3/84/acac731ceec85d9eb9c848e304432841/index.m3u8
AMC,https://z1.ubtvfans.com/live/rx3/84/acac731ceec85d9eb9c848e304432841/index.m3u8
AXN亞洲,https://z2.ubtvfans.com/live/rx1/1066/917914fbe52d479116c9ab03e3045dca/index.m3u8
AXN亞洲,https://fm1077.serv00.net/anbo/index.php?id=1066
AXN亞洲,https://z88.ubtvfans.com/live/rx1/1066/917914fbe52d479116c9ab03e3045dca/index.m3u8
AXN亞洲,https://z1.ubtvfans.com/live/rx1/1066/917914fbe52d479116c9ab03e3045dca/index.m3u8
AXN臺灣,https://z2.ubtvfans.com/live/rx1/2816/234280df0cd47c152708748c0ec2363e/index.m3u8
AXN臺灣,https://fm1077.serv00.net/anbo/index.php?id=2816
AXN臺灣,https://z88.ubtvfans.com/live/rx1/2816/234280df0cd47c152708748c0ec2363e/index.m3u8
AXN臺灣,https://z1.ubtvfans.com/live/rx1/2816/234280df0cd47c152708748c0ec2363e/index.m3u8
CATCHPLAY,https://z2.ubtvfans.com/live/rx1/362/b09cd35263712bc1e82bca78f002e4b8/index.m3u8
CATCHPLAY,https://fm1077.serv00.net/anbo/index.php?id=362
CATCHPLAY,https://z88.ubtvfans.com/live/rx1/362/b09cd35263712bc1e82bca78f002e4b8/index.m3u8
CATCHPLAY,https://z1.ubtvfans.com/live/rx1/362/b09cd35263712bc1e82bca78f002e4b8/index.m3u8
CBN歡笑劇場4K,https://z2.ubtvfans.com/live/rx1/1348/5563a8ce2d5e0bb3ba0917e1b3ab3979/index.m3u8
CBN歡笑劇場4K,https://fm1077.serv00.net/anbo/index.php?id=1348
CBN歡笑劇場4K,https://z88.ubtvfans.com/live/rx1/1348/5563a8ce2d5e0bb3ba0917e1b3ab3979/index.m3u8
CBN歡笑劇場4K,https://z1.ubtvfans.com/live/rx1/1348/5563a8ce2d5e0bb3ba0917e1b3ab3979/index.m3u8
CHC動作電影,https://z2.ubtvfans.com/live/rx1/1346/f578d5f871a5d248d63ca725752055aa/index.m3u8
CHC動作電影,https://fm1077.serv00.net/anbo/index.php?id=1346
CHC動作電影,https://z88.ubtvfans.com/live/rx1/1346/f578d5f871a5d248d63ca725752055aa/index.m3u8
CHC動作電影,https://z1.ubtvfans.com/live/rx1/1346/f578d5f871a5d248d63ca725752055aa/index.m3u8
CHC家庭影院,https://z2.ubtvfans.com/live/rx1/1347/a0d16273ab1b09b7a6b6c2f70ae82533/index.m3u8
CHC家庭影院,https://fm1077.serv00.net/anbo/index.php?id=1347
CHC家庭影院,https://z88.ubtvfans.com/live/rx1/1347/a0d16273ab1b09b7a6b6c2f70ae82533/index.m3u8
CHC家庭影院,https://z1.ubtvfans.com/live/rx1/1347/a0d16273ab1b09b7a6b6c2f70ae82533/index.m3u8
CHC高清電影,https://z2.ubtvfans.com/live/rx1/1345/381bfc5429616f237137778fae54258b/index.m3u8
CHC高清電影,https://fm1077.serv00.net/anbo/index.php?id=1345
CHC高清電影,https://z88.ubtvfans.com/live/rx1/1345/381bfc5429616f237137778fae54258b/index.m3u8
CHC高清電影,https://z1.ubtvfans.com/live/rx1/1345/381bfc5429616f237137778fae54258b/index.m3u8
CineMAX,https://z2.ubtvfans.com/live/rx3/346/4c036b559352b19242e1b2b27c329fc7/index.m3u8
CineMAX,https://fm1077.serv00.net/anbo/index.php?id=346
CineMAX,https://z88.ubtvfans.com/live/rx3/346/4c036b559352b19242e1b2b27c329fc7/index.m3u8
CineMAX,https://z1.ubtvfans.com/live/rx3/346/4c036b559352b19242e1b2b27c329fc7/index.m3u8
EYE戲劇,https://z2.ubtvfans.com/live/rx1/191/468d0a45a2ddd69800d6065ec19082b1/index.m3u8
EYE戲劇,https://fm1077.serv00.net/anbo/index.php?id=191
EYE戲劇,https://z88.ubtvfans.com/live/rx1/191/468d0a45a2ddd69800d6065ec19082b1/index.m3u8
EYE戲劇,https://z1.ubtvfans.com/live/rx1/191/468d0a45a2ddd69800d6065ec19082b1/index.m3u8
GEM,https://z2.ubtvfans.com/live/rx1/1350/1545469886b5c92a959dabe4caeb1f61/index.m3u8
GEM,https://fm1077.serv00.net/anbo/index.php?id=1350
GEM,https://z88.ubtvfans.com/live/rx1/1350/1545469886b5c92a959dabe4caeb1f61/index.m3u8
GEM,https://z1.ubtvfans.com/live/rx1/1350/1545469886b5c92a959dabe4caeb1f61/index.m3u8
HBO HD,https://z2.ubtvfans.com/live/rx1/332/e5efbdc49c26d46e0559df52a8a03d19/index.m3u8
HBO HD,https://fm1077.serv00.net/anbo/index.php?id=332
HBO HD,https://z88.ubtvfans.com/live/rx1/332/e5efbdc49c26d46e0559df52a8a03d19/index.m3u8
HBO HD,https://z1.ubtvfans.com/live/rx1/332/e5efbdc49c26d46e0559df52a8a03d19/index.m3u8
HBO HD,https://z2.ubtvfans.com/live/rx3/2823/264829c48cc59d03c9174fe85b6e3ff9/index.m3u8
HBO HD,https://fm1077.serv00.net/anbo/index.php?id=2823
HBO HD,https://z88.ubtvfans.com/live/rx3/2823/264829c48cc59d03c9174fe85b6e3ff9/index.m3u8
HBO HD,https://z1.ubtvfans.com/live/rx3/2823/264829c48cc59d03c9174fe85b6e3ff9/index.m3u8
HBO Hits,https://z2.ubtvfans.com/live/rx1/330/c990900a99eee375a426b8200e7f150f/index.m3u8
HBO Hits,https://fm1077.serv00.net/anbo/index.php?id=330
HBO Hits,https://z88.ubtvfans.com/live/rx1/330/c990900a99eee375a426b8200e7f150f/index.m3u8
HBO Hits,https://z1.ubtvfans.com/live/rx1/330/c990900a99eee375a426b8200e7f150f/index.m3u8
HBOSignature,https://z2.ubtvfans.com/live/rx1/329/4f7c91a6de5f2142dc69dcfb3f377d09/index.m3u8
HBOSignature,https://fm1077.serv00.net/anbo/index.php?id=329
HBOSignature,https://z88.ubtvfans.com/live/rx1/329/4f7c91a6de5f2142dc69dcfb3f377d09/index.m3u8
HBOSignature,https://z1.ubtvfans.com/live/rx1/329/4f7c91a6de5f2142dc69dcfb3f377d09/index.m3u8
HBOSignature,https://z2.ubtvfans.com/live/rx3/2824/7c499709e04993dcdb601df47291e152/index.m3u8
HBOSignature,https://fm1077.serv00.net/anbo/index.php?id=2824
HBOSignature,https://z88.ubtvfans.com/live/rx3/2824/7c499709e04993dcdb601df47291e152/index.m3u8
HBOSignature,https://z1.ubtvfans.com/live/rx3/2824/7c499709e04993dcdb601df47291e152/index.m3u8
SETONE,https://z2.ubtvfans.com/live/rx1/1349/bb4be8537e5a75bd44c28fa46381ec09/index.m3u8
SETONE,https://fm1077.serv00.net/anbo/index.php?id=1349
SETONE,https://z88.ubtvfans.com/live/rx1/1349/bb4be8537e5a75bd44c28fa46381ec09/index.m3u8
SETONE,https://z1.ubtvfans.com/live/rx1/1349/bb4be8537e5a75bd44c28fa46381ec09/index.m3u8
Trill恐怖電影,https://z2.ubtvfans.com/live/rx1/18/023f73a5f5902a44495cc710ffacc938/index.m3u8
Trill恐怖電影,https://fm1077.serv00.net/anbo/index.php?id=18
Trill恐怖電影,https://z88.ubtvfans.com/live/rx1/18/023f73a5f5902a44495cc710ffacc938/index.m3u8
Trill恐怖電影,https://z1.ubtvfans.com/live/rx1/18/023f73a5f5902a44495cc710ffacc938/index.m3u8
天映頻道,https://z2.ubtvfans.com/live/rx3/441/4b02ebfe67b0d934aaae5b94f25d1b95/index.m3u8
天映頻道,https://fm1077.serv00.net/anbo/index.php?id=441
天映頻道,https://z88.ubtvfans.com/live/rx3/441/4b02ebfe67b0d934aaae5b94f25d1b95/index.m3u8
天映頻道,https://z1.ubtvfans.com/live/rx3/441/4b02ebfe67b0d934aaae5b94f25d1b95/index.m3u8
三立戲劇,https://z2.ubtvfans.com/live/rx1/2819/bdd3f93feceb62d903b34ac62a1f2b16/index.m3u8
三立戲劇,https://fm1077.serv00.net/anbo/index.php?id=2819
三立戲劇,https://z88.ubtvfans.com/live/rx1/2819/bdd3f93feceb62d903b34ac62a1f2b16/index.m3u8
三立戲劇,https://z1.ubtvfans.com/live/rx1/2819/bdd3f93feceb62d903b34ac62a1f2b16/index.m3u8
三立戲劇,https://z2.ubtvfans.com/live/rx1/64/e95e58936986f55826db6aaeea93eec6/index.m3u8
三立戲劇,https://fm1077.serv00.net/anbo/index.php?id=64
三立戲劇,https://z88.ubtvfans.com/live/rx1/64/e95e58936986f55826db6aaeea93eec6/index.m3u8
三立戲劇,https://z1.ubtvfans.com/live/rx1/64/e95e58936986f55826db6aaeea93eec6/index.m3u8
八大戲劇,https://z2.ubtvfans.com/live/rx1/81/724862d1a0b9c0b5154368d271f4789e/index.m3u8
八大戲劇,https://fm1077.serv00.net/anbo/index.php?id=81
八大戲劇,https://z88.ubtvfans.com/live/rx1/81/724862d1a0b9c0b5154368d271f4789e/index.m3u8
八大戲劇,https://z1.ubtvfans.com/live/rx1/81/724862d1a0b9c0b5154368d271f4789e/index.m3u8
公視戲劇,https://z2.ubtvfans.com/live/rx1/69/ecb55b32f14005528db930c685772f14/index.m3u8
公視戲劇,https://fm1077.serv00.net/anbo/index.php?id=69
公視戲劇,https://z88.ubtvfans.com/live/rx1/69/ecb55b32f14005528db930c685772f14/index.m3u8
公視戲劇,https://z1.ubtvfans.com/live/rx1/69/ecb55b32f14005528db930c685772f14/index.m3u8
壹電影,https://z2.ubtvfans.com/live/rx1/2284/79d59ad50a6ff1e27f57853a0e5666aa/index.m3u8
壹電影,https://fm1077.serv00.net/anbo/index.php?id=2284
壹電影,https://z88.ubtvfans.com/live/rx1/2284/79d59ad50a6ff1e27f57853a0e5666aa/index.m3u8
壹電影,https://z1.ubtvfans.com/live/rx1/2284/79d59ad50a6ff1e27f57853a0e5666aa/index.m3u8
天映經典,https://z2.ubtvfans.com/live/rx3/2289/2976c22827abb434e323d7c73ca72ba0/index.m3u8
天映經典,https://fm1077.serv00.net/anbo/index.php?id=2289
天映經典,https://z88.ubtvfans.com/live/rx3/2289/2976c22827abb434e323d7c73ca72ba0/index.m3u8
天映經典,https://z1.ubtvfans.com/live/rx3/2289/2976c22827abb434e323d7c73ca72ba0/index.m3u8
好萊塢電影,https://z2.ubtvfans.com/live/rx1/37/994b3b9fcc2b4f3ee856d7d12b5356ca/index.m3u8
好萊塢電影,https://fm1077.serv00.net/anbo/index.php?id=37
好萊塢電影,https://z88.ubtvfans.com/live/rx1/37/994b3b9fcc2b4f3ee856d7d12b5356ca/index.m3u8
好萊塢電影,https://z1.ubtvfans.com/live/rx1/37/994b3b9fcc2b4f3ee856d7d12b5356ca/index.m3u8
影迷數位電影,https://z2.ubtvfans.com/live/rx1/2800/ef6238cba73f29e9ef691633c1eaf4d2/index.m3u8
影迷數位電影,https://fm1077.serv00.net/anbo/index.php?id=2800
影迷數位電影,https://z88.ubtvfans.com/live/rx1/2800/ef6238cba73f29e9ef691633c1eaf4d2/index.m3u8
影迷數位電影,https://z1.ubtvfans.com/live/rx1/2800/ef6238cba73f29e9ef691633c1eaf4d2/index.m3u8
影迷數位電影,https://z2.ubtvfans.com/live/rx2/497/47e377774e7d0a3ce07f99ff309032a4/index.m3u8
影迷數位電影,https://fm1077.serv00.net/anbo/index.php?id=497
影迷數位電影,https://z88.ubtvfans.com/live/rx2/497/47e377774e7d0a3ce07f99ff309032a4/index.m3u8
影迷數位電影,https://z1.ubtvfans.com/live/rx2/497/47e377774e7d0a3ce07f99ff309032a4/index.m3u8
愛爾達影劇,https://z2.ubtvfans.com/live/rx1/500/5f8bfd4a17c22bcd9d1840894929112c/index.m3u8
愛爾達影劇,https://fm1077.serv00.net/anbo/index.php?id=500
愛爾達影劇,https://z88.ubtvfans.com/live/rx1/500/5f8bfd4a17c22bcd9d1840894929112c/index.m3u8
